,index,name,base_name,Label Name,network,component,hemisphere
0,1.0,7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
1,2.0,7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
2,3.0,7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
3,4.0,7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
4,5.0,7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
5,6.0,7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
6,7.0,7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
7,8.0,7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
8,9.0,7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
9,10.0,7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
10,11.0,7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
11,12.0,7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
12,13.0,7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
13,14.0,7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
14,15.0,7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
15,16.0,7Networks_LH_Vis_16,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
16,17.0,7Networks_LH_Vis_17,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
17,18.0,7Networks_LH_Vis_18,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
18,19.0,7Networks_LH_Vis_19,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
19,20.0,7Networks_LH_Vis_20,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
20,21.0,7Networks_LH_Vis_21,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
21,22.0,7Networks_LH_Vis_22,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
22,23.0,7Networks_LH_Vis_23,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
23,24.0,7Networks_LH_Vis_24,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
24,25.0,7Networks_LH_Vis_25,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
25,26.0,7Networks_LH_Vis_26,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
26,27.0,7Networks_LH_Vis_27,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
27,28.0,7Networks_LH_Vis_28,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
28,29.0,7Networks_LH_Vis_29,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
29,30.0,7Networks_LH_Vis_30,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
30,31.0,7Networks_LH_Vis_31,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
31,32.0,7Networks_LH_Vis_32,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
32,33.0,7Networks_LH_Vis_33,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
33,34.0,7Networks_LH_Vis_34,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
34,35.0,7Networks_LH_Vis_35,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
35,36.0,7Networks_LH_Vis_36,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
36,37.0,7Networks_LH_Vis_37,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
37,38.0,7Networks_LH_Vis_38,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
38,39.0,7Networks_LH_Vis_39,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
39,40.0,7Networks_LH_Vis_40,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
40,41.0,7Networks_LH_Vis_41,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
41,42.0,7Networks_LH_Vis_42,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
42,43.0,7Networks_LH_Vis_43,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
43,44.0,7Networks_LH_Vis_44,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
44,45.0,7Networks_LH_Vis_45,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
45,46.0,7Networks_LH_Vis_46,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
46,47.0,7Networks_LH_Vis_47,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
47,48.0,7Networks_LH_Vis_48,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
48,49.0,7Networks_LH_Vis_49,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
49,50.0,7Networks_LH_Vis_50,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
50,51.0,7Networks_LH_Vis_51,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
51,52.0,7Networks_LH_Vis_52,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
52,53.0,7Networks_LH_Vis_53,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L
